Ratio,Mean,Max,Min,Std,Range,Lag-1_Ratio,Lag+1_Ratio,Season,Sunday,Am,Lunch,Pm
0.1656348,248554.00249999968,259428.0629999997,237679.94199999966,10874.060500000021,21748.121000000043,0.2986712,0.2171984,1,0,1,0,0
0.2171984,325931.0580000001,406176.27000000025,245685.84599999984,80245.2120000002,160490.4240000004,0.1656348,0.1682669,1,0,1,0,0
0.1682669,277237.9610000001,301147.7190000001,253328.20300000015,23909.757999999973,47819.515999999945,0.2171984,0.6460345,1,0,1,0,0
0.6460345,1086631.6395000017,1397280.6230000025,775982.6560000008,310648.98350000085,621297.9670000017,0.1682669,0.7896172,1,0,1,0,0
0.7896172,1469548.7915000012,1534478.1570000006,1404619.4260000018,64929.365499999374,129858.73099999875,0.6460345,0.6669798,1,0,1,0,0
0.6669798,1241309.4384999988,2251868.3979999973,230750.47900000005,1010558.9594999986,2021117.9189999972,0.7896172,0.1196899,1,0,0,1,0
0.1196899,356925.22499999905,393306.5569999985,320543.8929999996,36381.33199999947,72762.66399999894,0.6669798,0.3324282,1,0,0,1,0
0.3324282,991328.5320000015,1668883.504000003,313773.56000000006,677554.9720000015,1355109.944000003,0.1196899,0.112421,1,0,0,1,0
0.112421,335248.7590000001,385550.2260000002,284947.2919999999,50301.46700000015,100602.9340000003,0.3324282,0.1043559,1,0,0,1,0
0.1043559,212019.44050000003,239996.26399999994,184042.6170000001,27976.823499999926,55953.64699999985,0.112421,0.054107,1,0,0,1,0
0.054107,135498.98699999985,144512.64799999996,126485.32599999977,9013.661000000095,18027.32200000019,0.1043559,0.3776316,1,0,0,1,0
0.3776316,945694.8314999987,948462.6419999975,942927.021,2767.810499998799,5535.620999997598,0.054107,0.5102785,1,0,0,0,1
0.5102785,1277879.5014999982,1296136.250000001,1259622.7529999954,18256.74850000278,36513.49700000556,0.3776316,0.1821106,1,0,0,0,1
0.1821106,570370.8289999993,682391.5229999983,458350.1350000004,112020.69399999894,224041.38799999788,0.5102785,0.1578498,1,0,0,0,1
0.1578498,494385.90650000016,808303.7820000001,180468.03100000013,313917.8755,627835.7509999999,0.1821106,0.9315858,1,0,0,0,1
0.9315858,2917729.0384999993,3053184.683999999,2782273.3929999997,135455.64549999963,270911.29099999927,0.1578498,0.5241924,1,0,0,0,1
0.1910958,286761.1295000003,431364.9520000007,142157.30699999986,144603.82250000042,289207.64500000083,0.7716316,0.345386,1,0,1,0,0
0.345386,518291.1669999992,564535.6979999993,472046.6359999992,46244.531000000046,92489.06200000009,0.1910958,0.1333276,1,0,1,0,0
0.1333276,219671.62999999983,240552.33599999986,198790.92399999982,20880.70600000002,41761.41200000004,0.345386,0.145417,1,0,1,0,0
0.145417,244591.70599999983,261689.46200000006,227493.94999999958,17097.75600000024,34195.51200000048,0.1333276,0.0808659,1,0,1,0,0
0.0808659,150498.6495,157855.1519999999,143142.14700000008,7356.502499999915,14713.00499999983,0.145417,0.257656,1,0,1,0,0
0.257656,479520.97400000045,739851.1300000009,219190.81799999997,260330.15600000048,520660.31200000097,0.0808659,0.2400789,1,0,0,1,0
0.2400789,715935.3839999998,859834.3739999996,572036.3940000001,143898.98999999976,287797.9799999995,0.257656,0.1459079,1,0,0,1,0
0.1459079,435109.62700000015,701048.1359999998,169171.11800000045,265938.50899999967,531877.0179999993,0.2400789,0.0503507,1,0,0,1,0
0.0503507,150150.00700000027,152810.6220000004,147489.39200000017,2660.6150000001217,5321.230000000243,0.1459079,0.1017091,1,0,0,1,0
0.1017091,206642.05200000005,221768.23900000003,191515.86500000008,15126.186999999976,30252.373999999953,0.0503507,0.0660572,1,0,0,1,0
0.0660572,165425.55050000024,179929.5060000002,150921.59500000032,14503.955499999938,29007.910999999876,0.1017091,0.6119931,1,0,0,1,0
0.6119931,1532601.2995000016,1691799.7160000035,1373402.8829999997,159198.4165000019,318396.8330000038,0.0660572,0.5283884,1,0,0,0,1
0.5283884,1323231.7190000003,1435445.6839999997,1211017.754000001,112213.96499999939,224427.92999999877,0.6119931,0.1308143,1,0,0,0,1
0.1308143,409710.7334999998,468330.78200000006,351090.68499999953,58620.048500000266,117240.09700000053,0.5283884,0.0699891,1,0,0,0,1
0.0699891,219206.10649999997,276980.76700000005,161431.44599999988,57774.660500000085,115549.32100000017,0.1308143,0.8167405,1,0,0,0,1
0.8167405,2558033.5239999993,2854251.899999999,2261815.148,296218.37599999947,592436.7519999989,0.0699891,0.7420963,1,0,0,0,1
0.115508,173332.97399999978,224147.77599999952,122518.17200000005,50814.801999999734,101629.60399999947,0.4127198,0.242577,1,0,1,0,0
0.242577,364014.54950000014,437812.50500000006,290216.5940000002,73797.95549999992,147595.91099999985,0.115508,0.149377,1,0,1,0,0
0.149377,246114.73449999985,267444.27600000007,224785.1929999996,21329.54150000024,42659.08300000048,0.242577,0.1069604,1,0,1,0,0
0.1069604,179907.63200000022,202961.58400000024,156853.6800000002,23053.95200000002,46107.90400000004,0.149377,0.1126921,1,0,1,0,0
0.1126921,209730.2330000001,213420.2719999998,206040.1940000004,3690.0389999996987,7380.077999999397,0.1069604,0.6191173,1,0,1,0,0
0.6191173,1152233.1229999994,2179030.2759999987,125435.97000000006,1026797.1529999992,2053594.3059999987,0.1126921,0.0983654,1,0,0,1,0
0.0983654,293333.8775000003,426659.4860000005,160008.26900000003,133325.60850000023,266651.21700000047,0.6191173,0.0841562,1,0,0,1,0
0.0841562,250960.77000000008,326469.3729999997,175452.1670000005,75508.60299999958,151017.20599999916,0.0983654,0.0433342,1,0,0,1,0
0.0433342,129226.30049999984,135954.90599999973,122497.69499999993,6728.605499999896,13457.210999999792,0.0841562,0.1081906,1,0,0,1,0
0.1081906,219810.41999999995,224147.32200000007,215473.51799999984,4336.902000000118,8673.804000000237,0.0433342,0.0826746,1,0,0,1,0
0.0826746,207040.22950000048,224018.86300000042,190061.59600000054,16978.633499999938,33957.266999999876,0.1081906,0.4165472,1,0,0,1,0
0.4165472,1043150.2185000004,1121428.4960000021,964871.9409999988,78278.27750000166,156556.5550000033,0.0826746,0.1153193,1,0,0,0,1
0.1153193,288791.6819999998,366041.18999999936,211542.17400000023,77249.50799999957,154499.01599999913,0.4165472,0.0791443,1,0,0,0,1
0.0791443,247880.04649999965,355892.07999999955,139868.01299999972,108012.03349999992,216024.06699999984,0.1153193,0.1042755,1,0,0,0,1
0.1042755,326591.1704999999,459901.885,193280.45599999974,133310.71450000012,266621.42900000024,0.0791443,0.0834187,1,0,0,0,1
0.0834187,261267.58150000003,327614.035,194921.12800000006,66346.45349999996,132692.90699999992,0.1042755,0.65864,1,0,0,0,1
0.1690074,253614.9555000002,302205.92700000043,205023.98399999994,48590.97150000025,97181.9430000005,0.1617595,0.2619564,1,0,1,0,0
0.2619564,393095.54099999974,574587.9929999998,211603.08899999972,181492.45200000002,362984.9040000001,0.1690074,0.2514245,1,0,1,0,0
0.2514245,414249.1435000002,491172.4830000003,337325.80400000006,76923.33950000012,153846.67900000024,0.2619564,0.1846738,1,0,1,0,0
0.1846738,310621.8034999996,349411.6139999994,271831.99299999967,38789.810499999876,77579.62099999975,0.2514245,0.0977108,1,0,1,0,0
0.0977108,181954.30949999974,190023.50699999966,173885.11199999982,8069.197499999922,16138.394999999844,0.1846738,0.2858415,1,0,1,0,0
0.2858415,532286.0434999997,857249.1389999987,207322.9480000007,324963.095499999,649926.190999998,0.0977108,0.1470472,1,0,0,1,0
0.1470472,438507.02400000044,611998.9280000014,265015.11999999953,173491.9040000009,346983.8080000018,0.2858415,0.0712164,1,0,0,1,0
0.0712164,212373.29299999992,274079.1840000001,150667.4019999997,61705.89100000021,123411.78200000041,0.1470472,0.0398132,1,0,0,1,0
0.0398132,118726.19349999996,122074.41199999991,115377.97500000003,3348.218499999937,6696.436999999874,0.0712164,0.0950215,1,0,0,1,0
0.0950215,193054.76699999985,218773.66399999996,167335.86999999973,25718.897000000114,51437.79400000023,0.0398132,0.0504366,1,0,0,1,0
0.0504366,126307.19549999999,138436.95200000002,114177.43899999995,12129.756500000032,24259.513000000064,0.0950215,0.0733599,1,0,0,1,0
0.0733599,183713.5295,204404.1640000001,163022.89499999987,20690.634500000117,41381.26900000023,0.0504366,0.0794124,1,0,0,0,1
0.0794124,198870.87149999972,262056.20099999974,135685.5419999997,63185.32950000002,126370.65900000004,0.0733599,0.1124048,1,0,0,0,1
0.1124048,352052.2580000004,391377.7050000003,312726.8110000005,39325.4469999999,78650.8939999998,0.0794124,0.0549642,1,0,0,0,1
0.0549642,172148.16199999995,191812.18300000014,152484.1409999998,19664.021000000168,39328.042000000336,0.1124048,0.0559228,1,0,0,0,1
0.0559228,175150.22700000013,233490.94900000023,116809.50500000002,58340.7220000001,116681.4440000002,0.0549642,0.0474386,1,0,0,0,1
0.1369791,205552.8055000003,233330.10000000027,177775.51100000032,27777.294499999975,55554.58899999995,0.1225268,0.1722585,1,0,1,0,0
0.1722585,258493.51899999988,279689.97500000044,237297.06299999933,21196.45600000056,42392.91200000112,0.1369791,0.3872747,1,0,1,0,0
0.3872747,638076.9325000001,780194.0630000002,495959.8019999999,142117.13050000014,284234.2610000003,0.1722585,0.9795515,1,0,1,0,0
0.9795515,1647608.211999999,1712572.6549999963,1582643.7690000015,64964.44299999741,129928.88599999482,0.3872747,0.4880289,1,0,1,0,0
0.4880289,908793.8432500002,1481961.9357,335625.7508000002,573168.0924499999,1146336.1848999998,0.9795515,0.7934678,1,0,1,0,0
0.7934678,1477573.726,2717660.643,237486.80899999983,1240086.9170000001,2480173.8340000003,0.4880289,0.095055,1,0,0,1,0
0.095055,194000.9679999999,194894.27699999997,193107.65899999984,893.3090000000666,1786.6180000001332,0.7934678,0.0794355,1,0,0,1,0
0.0794355,162122.65999999992,191723.33000000002,132521.98999999982,29600.6700000001,59201.3400000002,0.095055,0.0987797,1,0,0,1,0
0.0987797,201602.84200000035,209508.34500000058,193697.33900000015,7905.503000000215,15811.00600000043,0.0794355,0.1621566,1,0,0,1,0
0.1621566,239242.97950000004,254121.92000000022,224364.03899999987,14878.940500000172,29757.881000000343,0.0987797,0.122,1,0,0,1,0
0.122,224655.77299999958,239609.93299999947,209701.61299999966,14954.159999999902,29908.319999999803,0.1621566,0.0997938,1,0,0,1,0
0.0997938,206284.1015,213619.23700000026,198948.96599999975,7335.135500000251,14670.271000000503,0.122,0.0765606,1,0,0,0,1
0.0765606,158258.67400000006,195562.04999999993,120955.29800000018,37303.37599999987,74606.75199999975,0.0997938,0.0440916,1,0,0,0,1
0.0440916,138095.16149999993,145862.4499999999,130327.87299999996,7767.288499999966,15534.576999999932,0.0765606,0.0731432,1,0,0,0,1
0.0731432,229084.63749999995,240046.3069999998,218122.9680000001,10961.669499999844,21923.338999999687,0.0440916,0.0741739,1,0,0,0,1
0.0741739,232312.7414999999,259970.71499999982,204654.76799999995,27657.973499999935,55315.94699999987,0.0731432,0.0450623,1,0,0,0,1
0.1662236,249437.5594999995,369196.8989999991,129678.21999999988,119759.33949999961,239518.67899999922,0.2835406,0.2424277,1,1,1,0,0
0.2424277,363790.53299999936,551992.7919999989,175588.2739999998,188202.2589999995,376404.51799999905,0.1662236,0.6096792,1,1,1,0,0
0.6096792,1004512.5355000007,1608178.4320000007,400846.6390000006,603665.8965,1207331.793,0.2424277,0.6658538,1,1,1,0,0
0.6658538,1119967.8454999982,1443303.0139999965,796632.6769999999,323335.1684999983,646670.3369999966,0.6096792,0.4810418,1,1,1,0,0
0.4810418,993330.1340000004,1652754.3660000009,333905.90200000006,659424.2320000003,1318848.4640000009,0.6658538,0.1253011,1,1,1,0,0
0.1253011,258741.2560000003,370653.1140000006,146829.39800000004,111911.85800000027,223823.71600000054,0.4810418,0.0891126,1,1,0,1,0
0.0891126,184013.60600000032,218794.9350000005,149232.27700000012,34781.32900000019,69562.65800000037,0.1253011,0.0783443,1,1,0,1,0
0.0783443,159895.71100000018,169076.4420000002,150714.98000000016,9180.731000000029,18361.462000000058,0.0891126,0.0740794,1,1,0,1,0
0.0740794,151191.14,164251.464,138130.81600000005,13060.323999999979,26120.647999999957,0.0783443,0.1292946,1,1,0,1,0
0.1292946,190758.87800000017,231571.8150000001,149945.94100000025,40812.93699999992,81625.87399999984,0.0740794,0.0816155,1,1,0,1,0
0.0816155,133610.69200000004,141341.3090000001,125880.07499999997,7730.617000000064,15461.234000000128,0.1292946,0.1012732,1,1,0,1,0
0.1012732,209342.05500000008,230085.28400000033,188598.82599999983,20743.229000000254,41486.45800000051,0.0816155,1.0,1,1,0,0,1
1.0,2067102.777999999,2517767.579999997,1616437.976000001,450664.80199999793,901329.6039999959,0.1012732,0.1284937,1,1,0,0,1
0.1284937,402442.6829999996,639997.6279999994,164887.73799999975,237554.94499999983,475109.88999999966,1.0,0.1317414,1,1,0,0,1
0.1317414,412614.3109999999,467375.4009999999,357853.22099999996,54761.08999999997,109522.17999999993,0.1284937,0.1775861,1,1,0,0,1
0.1775861,556200.1044999994,573552.6709999995,538847.5379999992,17352.56650000013,34705.13300000026,0.1317414,0.1133297,1,1,0,0,1
0.1579626,237040.95749999984,264452.63499999954,209629.28000000012,27411.677499999714,54823.35499999943,0.1151492,0.5754241,1,0,1,0,0
0.5754241,863489.7060000006,1478504.129000001,248475.28300000026,615014.4230000003,1230028.8460000006,0.1579626,0.8817893,1,0,1,0,0
0.8817893,1452843.3565000007,1718855.8020000004,1186830.9110000008,266012.4454999998,532024.8909999996,0.5754241,0.5795459,1,0,1,0,0
0.5795459,974797.6754999984,1632214.347999997,317381.00299999985,657416.6724999986,1314833.3449999972,0.8817893,0.5723178,1,0,1,0,0
0.5723178,1181811.1385000001,2169142.1330000004,194480.14399999994,987330.9945000001,1974661.9890000005,0.5795459,0.8696819,1,0,1,0,0
0.8696819,1795854.8475000025,2866820.829000003,724888.8660000016,1070965.9815000007,2141931.9630000014,0.5723178,0.4985635,1,0,0,1,0
0.4985635,1029511.6729999994,1666094.4949999996,392928.85099999915,636582.8220000002,1273165.6440000006,0.8696819,0.6775171,1,0,0,1,0
0.6775171,1382768.2859999994,2103827.2379999985,661709.3340000005,721058.951999999,1442117.903999998,0.4985635,0.4074174,1,0,0,1,0
0.4074174,831512.307500002,1452989.9020000037,210034.71300000013,621477.5945000018,1242955.1890000035,0.6775171,0.1347878,1,0,0,1,0
0.1347878,198863.49950000003,220440.06700000042,177286.93199999965,21576.567500000383,43153.135000000766,0.4074174,0.1039271,1,0,0,1,0
0.1039271,170136.49449999997,208430.38199999978,131842.6070000002,38293.88749999979,76587.77499999959,0.1347878,0.7479441,1,0,0,1,0
0.7479441,1546077.379000005,2903669.80200001,188484.95600000027,1357592.4230000048,2715184.8460000097,0.1039271,0.7425753,1,0,0,0,1
0.7425753,1534979.4209999968,1586099.4859999951,1483859.3559999987,51120.0649999982,102240.1299999964,0.7479441,0.067844,1,0,0,0,1
0.067844,212487.45850000018,243414.74500000026,181560.1720000001,30927.286500000075,61854.57300000015,0.7425753,0.1525921,1,0,0,0,1
0.1525921,477918.94799999933,631031.2679999992,324806.62799999944,153112.3199999999,306224.6399999998,0.067844,0.1075805,1,0,0,0,1
0.1075805,336942.33700000023,362589.2569999997,311295.4170000008,25646.91999999946,51293.83999999892,0.1525921,0.092031,1,0,0,0,1
0.0958463,143828.32299999997,156668.80799999987,130987.83800000008,12840.484999999899,25680.969999999797,0.1400805,1.0,1,0,1,0,0
1.0,1500614.405499999,1771292.2359999989,1229936.574999999,270677.8304999999,541355.6609999998,0.0958463,0.321151,1,0,1,0,0
0.321151,529131.0709999994,556375.5929999993,501886.54899999953,27244.52199999988,54489.04399999976,1.0,0.1898145,1,0,1,0,0
0.1898145,319268.54650000005,371765.5530000003,266771.53999999975,52497.00650000028,104994.01300000056,0.321151,0.7400077,1,0,1,0,0
0.7400077,1528083.2640000007,1630142.7109999985,1426023.8170000028,102059.44699999783,204118.89399999566,0.1898145,0.4067381,1,0,1,0,0
0.4067381,839896.3525000004,1269333.7480000004,410458.95700000046,429437.3954999999,858874.791,0.7400077,0.0949013,1,0,0,1,0
0.0949013,195966.9430000002,222591.59300000026,169342.29300000018,26624.650000000038,53249.300000000076,0.4067381,0.0586194,1,0,0,1,0
0.0586194,119638.46,121868.23100000003,117408.68899999998,2229.7710000000225,4459.542000000045,0.0949013,0.0962855,1,0,0,1,0
0.0962855,196512.52550000005,231004.098,162020.95300000013,34491.57249999994,68983.14499999987,0.0586194,0.081148,1,0,0,1,0
0.081148,119724.24849999999,124726.82200000015,114721.67499999984,5002.573500000151,10005.147000000303,0.0962855,0.1357741,1,0,0,1,0
0.1357741,222272.36399999988,238865.2399999999,205679.4879999999,16592.876000000004,33185.75200000001,0.081148,0.0784511,1,0,0,1,0
0.0784511,162166.5089999999,185789.92599999992,138543.09199999992,23623.417,47246.834,0.1357741,0.0787438,1,0,0,0,1
0.0787438,162771.60949999996,198547.2610000001,126995.95799999984,35775.65150000012,71551.30300000025,0.0784511,0.0494979,1,0,0,0,1
0.0494979,155027.41299999983,171375.89099999954,138678.9350000001,16348.477999999712,32696.955999999424,0.0787438,0.051727,1,0,0,0,1
0.051727,162009.12749999994,205223.69699999996,118794.55799999992,43214.56950000002,86429.13900000004,0.0494979,0.1097387,1,0,0,0,1
0.1097387,343701.8590000005,440261.45100000076,247142.26700000034,96559.59200000021,193119.18400000042,0.051727,0.1640868,1,0,0,0,1
0.2451997,367950.22299999977,430079.7289999994,305820.7170000001,62129.505999999645,124259.01199999929,0.2597868,0.2543562,1,0,1,0,0
0.2543562,381690.61549999984,449182.4909999996,314198.74000000005,67491.87549999976,134983.75099999952,0.2451997,0.7127787,1,0,1,0,0
0.7127787,1174380.0719999992,1214942.1919999993,1133817.9519999993,40562.119999999995,81124.23999999999,0.2543562,0.2625286,1,0,1,0,0
0.2625286,432544.2389999998,641389.4369999997,223699.04100000003,208845.19799999983,417690.39599999966,0.7127787,0.0728396,1,0,1,0,0
0.0728396,150410.6604999999,184657.66299999974,116163.6580000001,34247.00249999982,68494.00499999964,0.2625286,0.3834072,1,0,1,0,0
0.3834072,791718.9500000014,1310594.9750000027,272842.925,518876.0250000013,1037752.0500000026,0.0728396,0.1445246,1,0,0,1,0
0.1445246,298437.0305000006,321627.172000001,275246.88900000014,23190.141500000434,46380.28300000087,0.3834072,0.1120857,1,0,0,1,0
0.1120857,228759.5609999999,276244.99699999986,181274.12499999994,47485.43599999996,94970.87199999992,0.1445246,0.0886448,1,0,0,1,0
0.0886448,180918.33499999976,221810.92599999986,140025.74399999966,40892.5910000001,81785.1820000002,0.1120857,0.1407511,1,0,0,1,0
0.1407511,207661.69249999983,215987.16899999997,199336.2159999997,8325.476500000135,16650.95300000027,0.0886448,0.123984,1,0,0,1,0
0.123984,202971.14950000017,208439.32400000028,197502.97500000006,5468.17450000011,10936.34900000022,0.1407511,0.4329286,1,0,0,1,0
0.4329286,894907.9939999997,1274777.544,515038.4439999995,379869.5500000003,759739.1000000006,0.123984,0.1342529,1,0,0,0,1
0.1342529,277514.46650000033,352114.9700000006,202913.96300000002,74600.5035000003,149201.0070000006,0.4329286,0.0409835,1,0,0,0,1
0.0409835,128360.38649999996,142577.6900000001,114143.08299999984,14217.303500000125,28434.60700000025,0.1342529,0.0651529,1,0,0,0,1
0.0651529,204058.92449999996,219431.28300000035,188686.56599999958,15372.35850000038,30744.71700000076,0.0409835,0.315244,1,0,0,0,1
0.315244,987345.064999999,1105114.5169999988,869575.6129999993,117769.45199999976,235538.90399999951,0.0651529,0.6346014,1,0,0,0,1
0.1370217,205616.69,243344.55300000013,167888.82699999987,37727.86300000013,75455.72600000026,0.1530638,0.2915795,1,0,1,0,0
0.2915795,437548.3724999996,489692.1069999997,385404.6379999995,52143.73450000011,104287.46900000022,0.1370217,0.1505291,1,0,1,0,0
0.1505291,248013.04250000019,272028.77300000045,223997.31199999992,24015.730500000267,48031.461000000534,0.2915795,0.1585787,1,0,1,0,0
0.1585787,261275.57699999987,317102.0100000001,205449.14399999965,55826.43300000024,111652.86600000047,0.1505291,0.0637754,1,0,1,0,0
0.0637754,131693.44399999996,150875.40699999972,112511.48100000017,19181.96299999977,38363.92599999954,0.1585787,0.0878165,1,0,1,0,0
0.0878165,181337.20399999997,224960.06399999993,137714.344,43622.85999999996,87245.71999999991,0.0637754,0.066042,1,0,0,1,0
0.066042,136373.7529999999,157099.91399999993,115647.59199999986,20726.161000000036,41452.32200000007,0.0878165,0.1367959,1,0,0,1,0
0.1367959,279191.44149999996,347544.1279999997,210838.7550000002,68352.68649999973,136705.37299999947,0.066042,0.5468101,1,0,0,1,0
0.5468101,1116003.697,1802134.0259999996,429873.3680000001,686130.3289999998,1372260.6579999996,0.1367959,0.1475879,1,0,0,1,0
0.1475879,217748.57600000006,230041.44300000038,205455.7089999997,12292.867000000333,24585.734000000666,0.5468101,0.1259765,1,0,0,1,0
0.1259765,206233.03050000005,210551.78500000003,201914.27600000004,4318.7544999999955,8637.508999999991,0.1475879,0.7739432,1,0,0,1,0
0.7739432,1599820.0750000004,2960077.4040000006,239562.7460000002,1360257.3290000001,2720514.6580000003,0.1259765,0.2839757,1,0,0,0,1
0.2839757,587006.9240000005,954581.0430000009,219432.80500000005,367574.1190000004,735148.2380000008,0.7739432,0.0467461,1,0,0,0,1
0.0467461,146409.02949999992,176309.30999999976,116508.74900000007,29900.280499999848,59800.560999999696,0.2839757,0.0556297,1,0,0,0,1
0.0556297,174232.2589999999,207016.62900000016,141447.88899999965,32784.37000000026,65568.74000000051,0.0467461,0.2116841,1,0,0,0,1
0.2116841,662995.3105000013,863148.6000000031,462842.0209999996,200153.28950000176,400306.5790000035,0.0556297,0.2958289,1,0,0,0,1
0.1007661,151211.03399999812,172746.08599999634,129675.98199999987,21535.051999998235,43070.10399999647,0.1295744,0.1783122,1,0,1,0,0
0.1783122,428660.08300000086,568637.0540000014,288683.1120000003,139976.97100000054,279953.9420000011,0.1007661,0.1110329,1,0,1,0,0
0.1110329,266921.58149999974,320754.2829999992,213088.88000000024,53832.701499999464,107665.40299999894,0.1783122,0.1148557,1,0,1,0,0
0.1148557,276111.4605000003,322449.28100000054,229773.64000000004,46337.82050000025,92675.6410000005,0.1110329,0.094338,1,0,1,0,0
0.094338,194803.81500000026,271956.1730000001,117651.45700000039,77152.35799999988,154304.71599999972,0.1148557,0.1116602,1,0,1,0,0
0.1116602,230573.3550000001,231553.044,229593.66600000017,979.6889999999112,1959.3779999998224,0.094338,0.1042929,1,0,0,1,0
0.1042929,215360.3379999998,225657.96099999995,205062.7149999997,10297.623000000123,20595.246000000247,0.1116602,0.0664701,1,0,0,1,0
0.0664701,135661.08750000005,146059.69499999995,125262.48000000016,10398.607499999896,20797.214999999793,0.1042929,0.0971826,1,0,0,1,0
0.0971826,198343.42449999985,222493.7299999997,174193.119,24150.305499999842,48300.610999999684,0.0664701,0.0908372,1,0,0,1,0
0.0908372,134019.5440000001,145489.72100000005,122549.36700000017,11470.176999999938,22940.353999999876,0.0971826,0.1224864,1,0,0,1,0
0.1224864,200519.4084999999,227211.1859999999,173827.6309999999,26691.777499999997,53383.55499999999,0.0908372,0.0850512,1,0,0,1,0
0.0850512,175809.4955000001,188491.25200000018,163127.73900000003,12681.756500000076,25363.51300000015,0.1224864,0.73376,1,0,0,0,1
0.73376,1516757.3874999944,2808957.944999989,224556.82999999955,1292200.5574999948,2584401.1149999895,0.0850512,0.0907715,1,0,0,0,1
0.0907715,284296.6779999998,327447.93699999986,241145.41899999973,43151.259000000064,86302.51800000013,0.73376,1.0,1,0,0,0,1
1.0,3132002.6164999995,3557223.337999998,2706781.8950000014,425220.72149999836,850441.4429999967,0.0907715,0.2524866,1,0,0,0,1
0.2524866,790788.8230000006,1171589.4840000006,409988.16200000036,380800.66100000014,761601.3220000003,1.0,0.0772627,1,0,0,0,1
0.1061753,159328.11099999995,198786.33099999992,119869.89099999997,39458.21999999997,78916.43999999994,0.1119258,0.127689,1,0,1,0,0
0.127689,306962.61249999993,392656.00599999976,221269.2190000001,85693.39349999983,171386.78699999966,0.1061753,0.4683634,1,0,1,0,0
0.4683634,1125939.3015,1897661.963,354216.6400000003,771722.6614999998,1543445.3229999996,0.127689,0.4002032,1,0,1,0,0
0.4002032,962083.0469999997,1028803.5009999992,895362.5930000001,66720.45399999956,133440.90799999912,0.4683634,0.3665232,1,0,1,0,0
0.3665232,756854.2220000001,1374994.0799999998,138714.3640000003,618139.8579999998,1236279.7159999995,0.4002032,0.0970579,1,0,1,0,0
0.0970579,200420.2149999999,219082.0099999998,181758.42000000004,18661.794999999882,37323.589999999764,0.3665232,0.0638843,1,0,0,1,0
0.0638843,131918.28750000006,137274.02900000007,126562.54600000006,5355.741500000004,10711.483000000007,0.0970579,0.0863369,1,0,0,1,0
0.0863369,176208.07449999996,207643.95299999998,144772.19599999994,31435.87850000002,62871.75700000004,0.0638843,0.0734726,1,0,0,1,0
0.0734726,149952.7979999999,175366.82599999986,124538.7699999999,25414.027999999977,50828.05599999995,0.0863369,0.1030796,1,0,0,1,0
0.1030796,152081.7249999999,188461.96299999964,115701.48700000014,36380.23799999975,72760.4759999995,0.0734726,0.1058392,1,0,0,1,0
0.1058392,173266.78600000014,220402.9380000001,126130.63400000018,47136.151999999965,94272.30399999993,0.1030796,0.062449,1,0,0,1,0
0.062449,129088.5700000001,137579.24300000025,120597.89699999995,8490.673000000148,16981.346000000296,0.1058392,0.0980306,1,0,0,0,1
0.0980306,202639.38399999996,209438.64399999988,195840.12400000007,6799.2599999999065,13598.519999999815,0.062449,0.0751369,1,0,0,0,1
