Ratio,Mean,Max,Min,Std,Range,Lag-1_Ratio,Lag+1_Ratio,Season,Sunday,Am,Lunch,Pm
0.3974996,866438.1444999992,1154643.0219999973,578233.2670000013,288204.877499998,576409.754999996,0.2839848,0.3482675,1,0,0,1,0
0.3482675,639134.5329999994,646777.6119999993,631491.4539999993,7643.078999999969,15286.157999999938,0.3974996,0.3337793,1,0,0,1,0
0.3337793,703594.236,814335.9030000005,592852.5689999997,110741.66700000042,221483.33400000085,0.3482675,0.2888039,1,0,0,1,0
0.2888039,1058187.2675,1530477.7320000008,585896.8029999991,472290.4645000008,944580.9290000016,0.3337793,0.1478565,1,0,0,1,0
0.1478565,541751.1539999996,545515.9969999995,537986.3109999998,3764.842999999877,7529.685999999754,0.2888039,0.1664396,1,0,0,0,1
0.1664396,609840.3930000002,629875.5670000005,589805.2189999999,20035.17400000029,40070.34800000058,0.1478565,0.4688859,1,0,0,0,1
0.4688859,740742.6944999998,962115.7009999993,519369.68800000014,221373.00649999958,442746.01299999916,0.1664396,0.356291,1,0,0,0,1
0.356291,679932.0479999994,718081.2070000004,641782.8889999983,38149.15900000103,76298.31800000207,0.4688859,0.1805649,1,0,0,0,1
0.1805649,553658.8140000005,558780.7040000008,548536.9240000001,5121.890000000363,10243.780000000726,0.356291,0.1943558,1,0,0,0,1
0.1091364,330900.47949999984,408439.9879999999,253360.97099999982,77539.50850000004,155079.01700000008,0.3409407,0.0631541,1,0,1,0,0
0.0631541,191482.47200000024,213913.6670000004,169051.27700000012,22431.195000000138,44862.390000000276,0.1091364,0.0659546,1,0,1,0,0
0.0659546,199973.642,207803.4360000004,192143.8479999996,7829.794000000402,15659.588000000804,0.0631541,0.0692792,1,0,1,0,0
0.0692792,150094.147,160555.38,139632.91400000002,10461.232999999993,20922.465999999986,0.0659546,0.1023639,1,0,1,0,0
0.1023639,197489.66199999984,201480.66700000002,193498.6569999997,3991.0050000001647,7982.0100000003295,0.0692792,0.0780769,1,0,1,0,0
0.0780769,150632.87900000007,168500.73900000006,132765.01900000006,17867.86,35735.72,0.1023639,0.0997528,1,0,0,1,0
0.0997528,192452.05249999982,195165.19400000005,189738.91099999959,2713.1415000002307,5426.2830000004615,0.0780769,0.1010353,1,0,0,1,0
0.1010353,155082.33300000022,178615.0770000004,131549.589,23532.744000000195,47065.48800000039,0.0997528,0.1008583,1,0,0,1,0
0.1008583,185093.45199999984,192135.88999999978,178051.0139999999,7042.437999999936,14084.875999999873,0.1010353,0.0772256,1,0,0,1,0
0.0772256,162788.5645000001,177463.89499999996,148113.23400000023,14675.330499999865,29350.66099999973,0.1008583,0.2486469,1,0,0,1,0
0.2486469,911050.8085000004,1614811.6740000006,207289.94300000017,703760.8655000002,1407521.7310000004,0.0772256,0.0832964,1,0,0,1,0
0.0832964,305200.74449999945,323382.4239999995,287019.0649999994,18181.679500000027,36363.359000000055,0.2486469,0.1793186,1,0,0,0,1
0.1793186,657029.5639999994,670999.1529999984,643059.9750000004,13969.588999998989,27939.177999997977,0.0832964,0.1961482,1,0,0,0,1
0.1961482,599984.1925000002,605872.2220000008,594096.1629999997,5888.029500000528,11776.059000001056,0.1793186,0.2069345,1,0,0,0,1
0.2069345,632977.5419999998,633941.8679999998,632013.2159999998,964.3260000000009,1928.6520000000019,0.1961482,0.3594661,1,0,0,0,1
0.3594661,1102216.2049999984,1607465.4459999974,596966.9639999995,505249.240999999,1010498.481999998,0.2069345,0.265994,1,0,0,0,1
0.0507531,153882.8254999999,172324.79499999998,135440.8559999998,18441.969500000094,36883.93900000019,0.3620142,0.0473646,1,0,1,0,0
0.0473646,143608.87899999984,166666.36599999975,120551.39199999992,23057.486999999914,46114.97399999983,0.0507531,0.0573591,1,0,1,0,0
0.0573591,173912.09599999984,180770.00399999993,167054.18799999976,6857.908000000083,13715.816000000166,0.0473646,0.3393475,1,0,1,0,0
0.3393475,735200.2990000002,1135604.8320000006,334795.7659999999,400404.5330000004,800809.0660000008,0.0573591,0.1571656,1,0,1,0,0
0.1571656,303218.04099999985,328965.3909999997,277470.69100000005,25747.34999999983,51494.69999999966,0.3393475,0.0907889,1,0,1,0,0
0.0907889,175158.1100000001,201095.7069999999,149220.51300000033,25937.59699999979,51875.19399999958,0.1571656,0.1289819,1,0,0,1,0
0.1289819,248843.41950000022,254395.67700000052,243291.16199999992,5552.257500000298,11104.515000000596,0.0907889,0.142244,1,0,0,1,0
0.142244,218334.8585000002,238808.6360000001,197861.0810000003,20473.777499999895,40947.55499999979,0.1289819,0.1175042,1,0,0,1,0
0.1175042,215641.67849999998,220029.04700000017,211254.30999999982,4387.3685000001715,8774.737000000343,0.142244,0.0770547,1,0,0,1,0
0.0770547,162428.36249999976,177049.96599999958,147806.75899999996,14621.603499999808,29243.206999999617,0.1175042,0.0830302,1,0,0,1,0
0.0830302,184883.0004999998,187999.78000000003,181766.22099999952,3116.7795000002516,6233.559000000503,0.0770547,0.0755149,1,0,0,1,0
0.0755149,168148.7350000002,171402.60300000015,164894.86700000023,3253.8679999999586,6507.735999999917,0.0830302,0.0838738,1,0,0,0,1
0.0838738,186761.50699999993,190627.52199999976,182895.49200000011,3866.014999999825,7732.02999999965,0.0755149,0.1727976,1,0,0,0,1
0.1727976,528558.4075000002,909057.2640000002,148059.55100000018,380498.8565,760997.713,0.0838738,0.1613637,1,0,0,0,1
0.1613637,493584.01949999994,664672.754,322495.2849999999,171088.73450000002,342177.46900000004,0.1727976,0.2843069,1,0,0,0,1
0.2843069,871758.575,1093710.896999999,649806.2530000008,221952.32199999905,443904.6439999981,0.1613637,0.2431021,1,0,0,0,1
0.0472119,143145.94900000008,167862.503,118429.3950000002,24716.553999999902,49433.107999999804,0.3328028,0.0557292,1,0,1,0,0
0.0557292,168970.3094999998,170210.49499999947,167730.12400000013,1240.1854999996722,2480.3709999993443,0.0472119,0.054255,1,0,1,0,0
0.054255,164500.64899999986,169626.3199999997,159374.978,5125.670999999842,10251.341999999684,0.0557292,0.3983609,1,0,1,0,0
0.3983609,863053.3975000005,1443554.022,282552.77300000103,580500.6244999995,1161001.2489999991,0.054255,0.7046346,1,0,1,0,0
0.7046346,1359444.1695000017,2568105.2160000033,150783.12300000023,1208661.0465000016,2417322.093000003,0.3983609,1.0,1,0,1,0,0
1.0,1929289.5455000005,2042979.2329999984,1815599.8580000028,113689.68749999779,227379.37499999558,0.7046346,0.1179787,1,0,0,1,0
0.1179787,227615.09200000012,244036.26300000004,211193.92100000023,16421.1709999999,32842.3419999998,1.0,0.1422464,1,0,0,1,0
0.1422464,218338.65549999994,222269.1879999995,214408.12300000034,3930.532499999579,7861.064999999158,0.1179787,0.1088851,1,0,0,1,0
0.1088851,199824.03050000005,206795.8390000002,192852.22199999992,6971.808500000145,13943.61700000029,0.1422464,0.1513048,1,0,0,1,0
0.1513048,318944.7740000002,404823.98400000046,233065.564,85879.21000000022,171758.42000000045,0.1088851,0.2572582,1,0,0,1,0
0.2572582,572836.1780000003,599442.0100000002,546230.3460000004,26605.831999999937,53211.66399999987,0.1513048,0.2909744,1,0,0,1,0
0.2909744,647911.7889999988,691590.7369999991,604232.8409999985,43678.948000000324,87357.89600000065,0.2572582,0.4630695,1,0,0,0,1
0.4630695,1031115.4445000008,1495129.6270000022,567101.2619999994,464014.1825000014,928028.3650000028,0.2909744,0.4187237,1,0,0,0,1
0.4187237,1280804.7279999985,1720221.5569999977,841387.8989999993,439416.8289999992,878833.6579999984,0.4630695,0.2388657,1,0,0,0,1
0.2388657,730649.6014999996,734327.7119999995,726971.4909999998,3678.110499999835,7356.22099999967,0.4187237,0.2253826,1,0,0,0,1
0.2253826,691081.5635000003,704945.7799999997,677217.3470000009,13864.216499999398,27728.432999998797,0.2388657,0.1794766,1,0,0,0,1
0.049021,148631.12100000013,154585.93899999995,142676.3030000003,5954.817999999825,11909.63599999965,0.3058088,0.0517661,1,1,1,0,0
0.0517661,156954.22499999992,157742.6889999997,156165.76100000017,788.4639999997598,1576.9279999995197,0.049021,0.0511416,1,1,1,0,0
0.0511416,155060.8615,165176.74300000016,144944.97999999984,10115.881500000163,20231.763000000326,0.0517661,0.0733472,1,1,1,0,0
0.0733472,158907.55350000015,162150.40600000013,155664.7010000002,3242.8524999999645,6485.704999999929,0.0511416,0.4554838,1,1,1,0,0
0.4554838,878760.2270000007,1460774.1660000007,296746.28800000076,582013.9389999999,1164027.878,0.0733472,0.3611035,1,1,1,0,0
0.3611035,696673.1829999998,1124592.207,268754.1589999998,427919.02400000003,855838.0480000002,0.4554838,0.1952521,1,1,0,1,0
0.1952521,376697.8420000004,432132.3870000007,321263.29700000014,55434.545000000275,110869.09000000055,0.3611035,0.35562,1,1,0,1,0
0.35562,545852.6754999994,590030.8769999993,501674.4739999997,44178.20149999979,88356.40299999958,0.1952521,0.2595056,1,1,0,1,0
0.2595056,476240.21449999994,506382.2159999998,446098.2130000001,30142.00149999984,60284.00299999968,0.35562,0.1610768,1,1,0,1,0
0.1610768,339543.8145,345573.64600000007,333513.98299999995,6029.831500000058,12059.663000000117,0.2595056,0.4262965,1,1,0,1,0
0.4262965,949233.2435000003,1610273.3900000006,288193.09699999995,661040.1465000003,1322080.2930000005,0.1610768,0.1399841,1,1,0,1,0
0.1399841,311702.2404999996,328985.1849999993,294419.2959999999,17282.944499999692,34565.888999999384,0.4262965,0.1265579,1,1,0,0,1
0.1265579,281806.03199999954,408905.6149999992,154706.4489999999,127099.58299999963,254199.16599999927,0.1399841,0.1911865,1,1,0,0,1
0.1911865,584807.0275000003,782505.2640000003,387108.7910000002,197698.23650000006,395396.4730000001,0.1265579,0.1900065,1,1,0,0,1
0.1900065,581197.6630000009,645059.4380000012,517335.88800000044,63861.7750000004,127723.5500000008,0.1911865,0.2050449,1,1,0,0,1
0.2050449,627197.4315,667984.9089999999,586409.954,40787.47749999992,81574.95499999984,0.1900065,0.2410419,1,1,0,0,1
0.05794,175673.54849999983,228564.13499999975,122782.96199999993,52890.58649999991,105781.17299999982,0.3312836,0.0541935,1,0,1,0,0
0.0541935,164314.19650000008,183572.37099999998,145056.02200000014,19258.17449999992,38516.34899999984,0.05794,0.0898281,1,0,1,0,0
0.0898281,272357.7465,284332.16800000006,260383.3249999999,11974.421500000082,23948.843000000168,0.0541935,0.1078946,1,0,1,0,0
0.1078946,233754.95099999977,310455.40399999963,157054.4979999999,76700.45299999986,153400.90599999973,0.0898281,0.3548172,1,0,1,0,0
0.3548172,684545.0410000003,1099595.8660000004,269494.2160000003,415050.82500000007,830101.6500000001,0.1078946,0.4133557,1,0,1,0,0
0.4133557,797482.8230000004,1299910.5240000004,295055.1220000004,502427.70100000006,1004855.402,0.3548172,0.1824434,1,0,0,1,0
0.1824434,351986.14100000035,369114.48600000015,334857.79600000056,17128.344999999797,34256.689999999595,0.4133557,0.119756,1,0,0,1,0
0.119756,183817.31999999995,191941.34000000023,175693.29999999967,8124.020000000281,16248.040000000561,0.1824434,0.0906972,1,0,0,1,0
0.0906972,166445.88249999995,193380.2189999999,139511.54600000003,26934.336499999932,53868.672999999864,0.119756,0.0831012,1,0,0,1,0
0.0831012,175174.25100000002,180784.90400000007,169563.59799999997,5610.653000000049,11221.306000000099,0.0906972,0.0683848,1,0,0,1,0
0.0683848,152272.24349999987,171952.56999999983,132591.9169999999,19680.326499999966,39360.65299999993,0.0831012,0.7436953,1,0,0,1,0
0.7436953,1655984.2485000002,2613320.811000001,698647.6859999992,957336.562500001,1914673.1250000019,0.0683848,0.2865674,1,0,0,0,1
0.2865674,638098.8474999999,657306.6910000008,618891.0039999989,19207.84350000095,38415.6870000019,0.7436953,0.205808,1,0,0,0,1
0.205808,629531.7925000004,640673.6710000001,618389.9140000007,11141.8784999997,22283.7569999994,0.2865674,0.3744831,1,0,0,0,1
0.3744831,1145480.1765000005,1684081.5360000012,606878.8169999999,538601.3595000007,1077202.7190000014,0.205808,0.3816308,1,0,0,0,1
0.3816308,1167343.7775000012,1436558.7840000005,898128.7710000023,269215.0064999991,538430.0129999982,0.3744831,0.7860711,1,0,0,0,1
0.6024942,343761.15599999984,439380.3819999993,248141.93000000034,95619.22599999947,191238.45199999894,0.5071565,0.2264275,1,0,1,0,0
0.2264275,147283.43299999996,150582.99700000012,143983.86899999983,3299.564000000144,6599.128000000288,0.6024942,0.2024209,1,0,1,0,0
0.2024209,174700.0614999998,180955.86899999972,168444.2539999999,6255.807499999908,12511.614999999816,0.2264275,0.1108091,1,0,1,0,0
0.1108091,150638.7924999998,164677.01299999974,136600.5719999999,14038.220499999923,28076.440999999846,0.2024209,0.0933389,1,0,1,0,0
0.0933389,180077.70699999976,180138.7380000001,180016.6759999994,61.03100000035192,122.06200000070385,0.1108091,0.0780521,1,0,1,0,0
0.0780521,150585.1349999998,166593.7999999996,134576.47,16008.664999999804,32017.32999999961,0.0933389,0.0886095,1,0,0,1,0
0.0886095,170953.40199999994,179965.11599999986,161941.68800000005,9011.713999999905,18023.42799999981,0.0780521,0.1109447,1,0,0,1,0
0.1109447,170292.5635,186873.24299999978,153711.88400000017,16580.67949999981,33161.35899999962,0.0886095,0.0855993,1,0,0,1,0
0.0855993,157090.4215,178622.7630000001,135558.07999999993,21532.341500000082,43064.683000000165,0.1109447,0.0856575,1,0,0,1,0
0.0856575,180562.69400000008,180764.4350000001,180360.95300000004,201.74100000003818,403.48200000007637,0.0855993,0.0678596,1,0,0,1,0
0.0678596,151102.74799999996,175480.45099999986,126725.04500000009,24377.702999999885,48755.40599999977,0.0856575,0.0724109,1,0,0,1,0
0.0724109,161237.22950000013,180587.94900000023,141886.51000000007,19350.71950000008,38701.43900000016,0.0678596,0.0777477,1,0,0,0,1
0.0777477,173120.68149999998,183828.44299999962,162412.92000000033,10707.761499999644,21415.522999999288,0.0724109,0.1869967,1,0,0,0,1
0.1869967,571991.2834999999,622510.3179999997,521472.24900000007,50519.034499999834,101038.06899999967,0.0777477,0.5063156,1,0,0,0,1
0.5063156,1548733.5614999982,1692192.980999999,1405274.1419999974,143459.41950000077,286918.83900000155,0.1869967,0.2077295,1,0,0,0,1
0.2077295,635409.1474999997,657788.6119999991,613029.6830000002,22379.464499999478,44758.928999998956,0.5063156,0.1870202,1,0,0,0,1
0.4730746,269919.0645,352137.3349999997,187700.79400000026,82218.27049999971,164436.54099999942,0.3595258,0.233942,1,0,1,0,0
0.233942,152171.3120000001,180422.36800000028,123920.25599999994,28251.05600000017,56502.11200000034,0.4730746,0.3353809,1,0,1,0,0
0.3353809,289451.6515000004,368992.60600000055,209910.69700000016,79540.9545000002,159081.9090000004,0.233942,0.1874985,1,0,1,0,0
0.1874985,254893.6784999998,261891.13800000004,247896.21899999958,6997.45950000023,13994.91900000046,0.3353809,0.1075046,1,0,1,0,0
0.1075046,207407.4495000001,239412.46799999985,175402.43100000036,32005.018499999744,64010.03699999949,0.1874985,0.0946991,1,0,1,0,0
0.0946991,182701.93250000005,230738.7810000001,134665.08400000003,48036.84850000004,96073.69700000007,0.1075046,0.1357461,1,0,0,1,0
0.1357461,261893.49000000017,403360.7500000003,120426.23000000005,141467.26000000013,282934.52000000025,0.0946991,0.3946402,1,0,0,1,0
0.3946402,605746.0794999995,613310.3269999992,598181.8319999998,7564.247499999707,15128.494999999413,0.1357461,0.3436514,1,0,0,1,0
0.3436514,630662.994999999,634754.0769999981,626571.9129999997,4091.08199999918,8182.16399999836,0.3946402,0.6054935,1,0,0,1,0
0.6054935,1276357.6610000008,1717996.5190000026,834718.8029999987,441638.858000002,883277.716000004,0.3436514,0.1116702,1,0,0,1,0
0.1116702,248655.6555000001,270314.0030000001,226997.30800000014,21658.347499999974,43316.69499999995,0.6054935,0.1054283,1,0,0,1,0
0.1054283,234756.96100000016,252398.32399999996,217115.59800000035,17641.36299999981,35282.72599999962,0.1116702,0.1028372,1,0,0,0,1
0.1028372,228987.21850000005,229646.54499999987,228327.89200000023,659.326499999821,1318.652999999642,0.1054283,0.179889,1,0,0,0,1
0.179889,550249.9770000003,620370.8940000013,480129.0599999993,70120.91700000098,140241.83400000195,0.1028372,0.2003563,1,0,0,0,1
0.2003563,612855.8390000002,620658.9259999994,605052.7520000008,7803.086999999301,15606.173999998602,0.179889,0.3361011,1,0,0,0,1
0.3361011,1028076.3569999998,1452311.705999999,603841.0080000005,424235.3489999993,848470.6979999986,0.2003563,0.4956214,1,0,0,0,1
0.3144786,179430.00000000006,183168.12199999994,175691.87800000017,3738.1219999998866,7476.243999999773,0.3154774,0.2649241,1,0,1,0,0
0.2649241,172324.1449999999,173599.77899999978,171048.51100000003,1275.6339999998745,2551.267999999749,0.3144786,0.5125917,1,0,1,0,0
0.5125917,442394.0170000001,588194.3449999997,296593.6890000004,145800.32799999966,291600.6559999993,0.2649241,0.175011,1,0,1,0,0
0.175011,237917.74999999994,246024.55799999987,229810.94200000004,8106.807999999917,16213.615999999834,0.5125917,0.1002508,1,0,1,0,0
0.1002508,193412.7990000001,196140.03899999982,190685.55900000036,2727.2399999997288,5454.4799999994575,0.175011,0.0893344,1,0,1,0,0
0.0893344,172351.96250000034,212157.16200000048,132546.7630000002,39805.19950000013,79610.39900000027,0.1002508,0.0957398,1,0,0,1,0
0.0957398,184709.87500000012,195805.83300000028,173613.91699999996,11095.958000000159,22191.916000000318,0.0893344,0.1415495,1,0,0,1,0
0.1415495,217268.94249999995,232423.55099999972,202114.33400000015,15154.608499999784,30309.216999999568,0.0957398,0.2638603,1,0,0,1,0
0.2638603,484231.8480000008,634825.4210000017,333638.2749999999,150593.5730000009,301187.1460000018,0.1415495,0.2942842,1,0,0,1,0
0.2942842,620340.0305000008,642434.9560000009,598245.1050000008,22094.92550000007,44189.85100000014,0.2638603,0.2751587,1,0,0,1,0
0.2751587,612695.0354999995,646676.3069999993,578713.7639999999,33981.27149999974,67962.54299999948,0.2942842,0.2048079,1,0,0,1,0
0.2048079,456045.18150000053,630264.0920000013,281826.27099999966,174218.91050000084,348437.8210000017,0.2751587,0.0893123,1,0,0,0,1
0.0893123,198871.43549999973,205152.4789999997,192590.39199999973,6281.043499999985,12562.08699999997,0.2048079,0.0622316,1,0,0,0,1
0.0622316,190355.7565000003,201066.94900000017,179644.56400000042,10711.192499999874,21422.384999999747,0.0893123,0.0533786,1,0,0,0,1
0.0533786,163276.00149999995,187729.79200000004,138822.21099999984,24453.790500000105,48907.58100000021,0.0622316,0.6238861,1,0,0,0,1
0.6238861,1908361.7050000005,3254586.727,562136.6830000011,1346225.0219999994,2692450.043999999,0.0533786,0.2477011,1,0,0,0,1
0.3003347,171359.97550000006,176397.281,166322.6700000001,5037.305499999944,10074.610999999888,0.3250846,0.507498,1,0,1,0,0
0.507498,330110.21100000024,390610.9110000011,269609.51099999936,60500.700000000885,121001.40000000177,0.3003347,0.2245052,1,0,1,0,0
0.2245052,193759.97350000025,193992.2750000002,193527.6720000003,232.3014999999432,464.6029999998864,0.507498,0.1194718,1,0,1,0,0
0.1194718,162415.20100000006,169690.3699999998,155140.03200000033,7275.1689999997325,14550.337999999465,0.2245052,0.1014311,1,0,1,0,0
0.1014311,195690.02250000002,229594.3510000001,161785.69399999993,33904.32850000009,67808.65700000018,0.1194718,0.0804903,1,0,1,0,0
0.0804903,155289.0315000002,190164.0880000005,120413.97499999985,34875.05650000033,69750.11300000067,0.1014311,0.091805,1,0,0,1,0
0.091805,177118.48399999982,205362.07699999976,148874.8909999999,28243.592999999935,56487.18599999987,0.0804903,0.1861974,1,0,0,1,0
0.1861974,161328.5090000002,167845.03700000024,154811.98100000012,6516.528000000065,13033.056000000128,0.091805,0.1447123,1,0,0,1,0
0.1447123,184704.6919999998,207855.6239999998,161553.75999999978,23150.932000000015,46301.86400000003,0.1861974,0.0761446,1,0,0,1,0
0.0761446,160509.98399999994,180441.59399999966,140578.37400000024,19931.60999999971,39863.21999999942,0.1447123,0.0810182,1,0,0,1,0
0.0810182,180403.0594999998,207582.69899999996,153223.41999999963,27179.639500000165,54359.27900000033,0.0761446,0.0765172,1,0,0,1,0
0.0765172,170380.63749999998,194520.38400000002,146240.89099999995,24139.746500000037,48279.493000000075,0.0810182,0.0791714,1,0,0,0,1
0.0791714,176290.7529999999,201782.63400000014,150798.87199999968,25491.881000000227,50983.76200000045,0.0765172,0.0560086,1,0,0,0,1
